work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,salary_range,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Scientist,95100,USD,95100,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,95105,USD,95105,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Manager,95300,USD,95300,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Manager,95300,USD,95300,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Manager,95300,USD,95300,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,AI Engineer,95325,USD,95325,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,95325,USD,95325,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,AI Engineer,95325,USD,95325,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Scientist,95325,USD,95325,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,95325,USD,95325,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,95325,USD,95325,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Lead Machine Learning Engineer,7500000,INR,95386,"$80,000-$99,999",IN,Hybrid,IN,L
2023,MI,FT,Data Analyst,95400,USD,95400,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Scientist,95490,USD,95490,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Scientist,95490,USD,95490,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Architect,95500,USD,95500,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Scientist,95550,USD,95550,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analyst,86026,EUR,95584,"$80,000-$99,999",DE,Remote,DE,M
2024,SE,FT,Data Analyst,86146,EUR,95717,"$80,000-$99,999",NL,Remote,NL,M
2021,MI,FT,Computer Vision Software Engineer,81000,EUR,95746,"$80,000-$99,999",DE,Remote,US,S
2024,SE,FT,Data Scientist,95776,USD,95776,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,ETL Developer,95800,USD,95800,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,95828,USD,95828,"$80,000-$99,999",CA,Remote,CA,M
2024,SE,FT,Data Engineer,96000,USD,96000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Analytics Engineer,96000,USD,96000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Engineer,96000,USD,96000,"$80,000-$99,999",US,In person,US,M
2024,EX,FT,Business Intelligence Engineer,96000,USD,96000,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Analyst,96000,USD,96000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Business Intelligence Analyst,96000,USD,96000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Architect,96000,USD,96000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,96000,USD,96000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,96000,USD,96000,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Analyst,96000,USD,96000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,96100,USD,96100,"$80,000-$99,999",US,Remote,US,M
2021,SE,FT,Research Scientist,120500,CAD,96113,"$80,000-$99,999",CA,Hybrid,CA,L
2024,MI,FT,Data Scientist,76900,GBP,96125,"$80,000-$99,999",GB,In person,GB,M
2024,SE,FT,Data Engineer,96200,USD,96200,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Research Scientist,96200,USD,96200,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Research Scientist,96200,USD,96200,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,96200,USD,96200,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Product Manager,77000,GBP,96250,"$80,000-$99,999",US,In person,US,M
2021,SE,FT,Data Engineer,70000,GBP,96282,"$80,000-$99,999",GB,Hybrid,GB,L
2023,MI,FT,Data Scientist,130000,CAD,96313,"$80,000-$99,999",CA,Remote,CA,S
2024,MI,FT,Machine Learning Engineer,96411,USD,96411,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Machine Learning Engineer,96411,USD,96411,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Scientist,96412,USD,96412,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Business Intelligence Analyst,96412,USD,96412,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analyst,96475,USD,96475,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Analyst,96500,USD,96500,"$80,000-$99,999",US,Remote,US,M
2024,SE,FT,Data Analyst,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analyst,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Manager,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analyst,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Manager,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analyst,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Manager,96600,USD,96600,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Analytics Engineer,96700,USD,96700,"$80,000-$99,999",US,Remote,US,M
2023,MI,FT,Data Analyst,96750,USD,96750,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,96750,USD,96750,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,96761,USD,96761,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Research Engineer,96800,USD,96800,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,96800,USD,96800,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,96800,USD,96800,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Engineer,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Scientist,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Research Engineer,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Business Intelligence Analyst,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,97000,USD,97000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,97000,USD,97000,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Scientist,97060,USD,97060,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Scientist,97125,USD,97125,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,90000,EUR,97171,"$80,000-$99,999",NL,Remote,NL,L
2023,MI,FT,Data Scientist,90000,EUR,97171,"$80,000-$99,999",IE,In person,IE,M
2024,SE,FT,Data Engineer,97200,USD,97200,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,97200,USD,97200,"$80,000-$99,999",US,In person,US,M
2024,EX,FT,Data Science,97254,USD,97254,"$80,000-$99,999",US,In person,US,M
2024,EX,FT,Data Science,97254,USD,97254,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Science Practitioner,97300,USD,97300,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,97335,USD,97335,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Analytics Engineer,97400,USD,97400,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,97400,USD,97400,"$80,000-$99,999",GB,In person,GB,M
2024,EN,FT,Data Analyst,97500,USD,97500,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,97500,USD,97500,"$80,000-$99,999",US,Remote,US,M
2022,MI,FT,Data Analyst,97500,USD,97500,"$80,000-$99,999",US,Remote,US,L
2024,SE,FT,Machine Learning Engineer,97700,USD,97700,"$80,000-$99,999",US,In person,US,M
2022,MI,CT,Applied Machine Learning Scientist,93000,EUR,97712,"$80,000-$99,999",IT,Remote,NL,L
2023,SE,FT,Analytics Engineer,97750,USD,97750,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,97750,USD,97750,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Scientist,97750,USD,97750,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Engineer,97800,USD,97800,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Engineer,97935,USD,97935,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analyst,98000,USD,98000,"$80,000-$99,999",US,Remote,US,M
2023,EN,FT,Research Engineer,98000,USD,98000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Analyst,98000,USD,98000,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Analyst,98000,USD,98000,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Manager,98000,USD,98000,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Manager,98000,USD,98000,"$80,000-$99,999",US,In person,US,M
2020,MI,FT,BI Data Analyst,98000,USD,98000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Business Intelligence Developer,98010,USD,98010,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,ML Engineer,98200,USD,98200,"$80,000-$99,999",US,Remote,US,L
2023,SE,FT,Data Analyst,98400,USD,98400,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,Data Scientist,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2023,EX,FT,Data Engineer,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,BI Developer,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2023,SE,FT,Data Engineer,80000,GBP,98432,"$80,000-$99,999",GB,Remote,GB,M
2023,MI,FT,Data Analyst,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,Data Analyst,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2023,MI,FT,Machine Learning Engineer,80000,GBP,98432,"$80,000-$99,999",GB,In person,GB,M
2024,MI,FT,Data Manager,98500,USD,98500,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,98500,USD,98500,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,98500,USD,98500,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Engineer,80000,GBP,98506,"$80,000-$99,999",GB,Remote,GB,M
2022,MI,FT,Data Engineer,80000,GBP,98506,"$80,000-$99,999",GB,In person,GB,M
2022,MI,FT,Data Engineer,80000,GBP,98506,"$80,000-$99,999",GB,Remote,GB,M
2022,SE,FT,Data Scientist,80000,GBP,98506,"$80,000-$99,999",GB,In person,GB,M
2024,MI,FT,Data Engineer,98700,USD,98700,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Data Scientist,98700,USD,98700,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Research Scientist,98794,USD,98794,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Analyst,98873,USD,98873,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Business Intelligence Analyst,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Data Analytics Manager,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",CA,Remote,CA,M
2023,MI,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2023,MI,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,Business Intelligence Analyst,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Business Intelligence Data Analyst,99000,USD,99000,"$80,000-$99,999",US,Remote,US,L
2022,SE,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,99000,USD,99000,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,99050,USD,99050,"$80,000-$99,999",US,Remote,US,M
2024,MI,FT,Machine Learning Engineer,99100,USD,99100,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Engineer,99100,USD,99100,"$80,000-$99,999",US,In person,US,M
2022,MI,FT,Data Engineer,99100,USD,99100,"$80,000-$99,999",US,In person,US,M
2024,EN,FT,Data Analyst,99200,USD,99200,"$80,000-$99,999",US,Remote,US,M
2023,EN,FT,Data Visualization Specialist,99300,USD,99300,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Scientist,99360,USD,99360,"$80,000-$99,999",US,Remote,US,M
2023,SE,FT,Data Engineer,99400,USD,99400,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Analytics Specialist,99445,USD,99445,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Scientist,99445,USD,99445,"$80,000-$99,999",US,In person,US,M
2022,SE,FT,Data Analyst,99450,USD,99450,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Analyst,99450,USD,99450,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Machine Learning Engineer,99500,USD,99500,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,ETL Developer,99500,USD,99500,"$80,000-$99,999",US,In person,US,M
2023,SE,FT,ETL Developer,99500,USD,99500,"$80,000-$99,999",US,In person,US,M
2024,MI,FT,Business Intelligence Manager,99600,USD,99600,"$80,000-$99,999",US,In person,US,M
2021,SE,FT,Big Data Architect,125000,CAD,99703,"$80,000-$99,999",CA,Hybrid,CA,M
2024,SE,FT,AI Architect,99750,USD,99750,"$80,000-$99,999",US,Remote,US,M
2022,SE,FT,Data Analyst,99750,USD,99750,"$80,000-$99,999",US,Remote,US,M
2024,EN,FT,Data Analyst,99900,USD,99900,"$80,000-$99,999",US,In person,US,M
2023,EN,FT,Data Analyst,99900,USD,99900,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,"$80,000-$99,999",US,In person,US,M
2024,SE,FT,Data Integration Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,BI Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Strategist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Analytics Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Developer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2024,SE,FT,Research Analyst,80000,GBP,100000,"$100,000-$119,999",GB,In person,GB,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Developer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Business Intelligence,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Business Intelligence Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Business Intelligence,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2024,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Analytics Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Business Intelligence,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,L
2024,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",IE,In person,IE,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Research Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EX,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Specialist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Analytics Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2024,MI,FT,Data Developer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Research Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,SE,FT,Data Architect,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,90000,EUR,100000,"$100,000-$119,999",IE,Remote,IE,M
2023,EN,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Architect,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Business Intelligence Manager,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Data Developer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,EN,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,MI,FT,BI Developer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Data Developer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,EN,FT,Business Intelligence Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,EN,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,MI,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,MI,FT,Analytics Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,EN,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,L
2023,MI,FT,Research Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,S
2023,SE,FT,Business Intelligence Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,EX,FT,Data Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,EN,FT,Data Integration Specialist,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,MI,FT,Analytics Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,"$100,000-$119,999",US,Remote,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
2023,MI,FT,Research Engineer,100000,USD,100000,"$100,000-$119,999",US,In person,US,M
